Date,Stock,Entry,Exit,Qty,Invested,PnL,PnL_%,Cumulative_PnL,Result,Stop_Loss,Target,RF_Conf,XGB_Conf
2026-02-06,RELIANCE.NS,1450.8,1461.6,1.0,1450.8,10.8,0.74,366.91,HOLD_CLOSE,1403.59,1545.22,0.574,0.605
2026-02-09,RELIANCE.NS,1461.6,1458.5,1.0,1461.6,-3.1,-0.21,363.81,HOLD_CLOSE,1416.14,1552.51,0.605,0.624
2026-02-12,RELIANCE.NS,1448.9,1419.6,1.0,1448.9,-29.3,-2.02,334.51,HOLD_CLOSE,1406.19,1534.32,0.545,0.678
2026-02-16,RELIANCE.NS,1437.1,1423.0,1.0,1437.1,-14.1,-0.98,320.41,HOLD_CLOSE,1393.6,1524.09,0.62,0.721
2026-02-17,RELIANCE.NS,1423.0,1441.3,1.0,1423.0,18.3,1.29,338.71,HOLD_CLOSE,1380.63,1507.74,0.559,0.719
2026-02-18,RELIANCE.NS,1441.3,1409.5,1.0,1441.3,-31.8,-2.21,306.91,HOLD_CLOSE,1399.5,1524.9,0.614,0.702
2026-02-19,RELIANCE.NS,1409.5,1419.4,1.0,1409.5,9.9,0.7,316.81,HOLD_CLOSE,1366.08,1496.34,0.629,0.793
2026-02-24,RELIANCE.NS,1428.8,1398.5,1.0,1428.8,-30.3,-2.12,286.51,HOLD_CLOSE,1388.46,1509.49,0.607,0.572
---,=== SUMMARY ===,,,,,,,,,,,,
,Starting Capital,,,,1000.0,,,,,,,,
,Total Invested,,,,267967.05,,,,,,,,
,Total Trades,,,305.0,,,,,,,,,
,Winning Trades,,,162.0,,,,,,,,,
,Losing Trades,,,143.0,,,,,,,,,
,Win Rate %,,,,,,53.11,,,,,,
,Total Profit/Loss,,,,,286.47,,,,,,,
,Return on Capital %,,,,,,28.65,,,,,,
,Avg PnL per Trade,,,,,0.94,,,,,,,
,Best Trade,,,,,86.0,,,,,,,
,Worst Trade,,,,,-37.35,,,,,,,
,Max Drawdown,,,,,122.61,,,,,,,
,Final Capital,,,,1286.47,,,,,,,,
,Net PROFIT,,,,,286.47,28.65,,,,,,
